Time, ManagementArea, Prescription, TotalDamagedSites, TotalCohortsKilled, TotalCohortsDamaged, CohortsKilledByabiebals, CohortsKilledByacernegu, CohortsKilledByacerrubr, CohortsKilledByacersacc, CohortsKilledByacerspic, CohortsKilledBybetualle, CohortsKilledBybetupapy, CohortsKilledByceltis, CohortsKilledByfraxamer, CohortsKilledByfraxnigr, CohortsKilledByfraxpenn, CohortsKilledBylarilari, CohortsKilledByostrvirg, CohortsKilledBypiceglau, CohortsKilledBypicemari, CohortsKilledBypinubank, CohortsKilledBypinuresi, CohortsKilledBypinustro, CohortsKilledBypopubals, CohortsKilledBypopudelt, CohortsKilledBypopugran, CohortsKilledBypoputrem, CohortsKilledByprunpens, CohortsKilledByprunsero, CohortsKilledByprunvirg, CohortsKilledByqueralba, CohortsKilledByquerelli, CohortsKilledByquermacr, CohortsKilledByquerrubr, CohortsKilledBysalix, CohortsKilledBythujocci, CohortsKilledBytiliamer, CohortsKilledByulmuamer, CohortsKilledByulmurubr, 
20, 8, LowlandConifer_Clearcut, 6, 62, 0, 1, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 19, 0, 0, 27, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 
20, 8, Oak_Shelter, 12, 14, 21, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 5, 0, 
20, 8, Pine_Unevenaged, 3, 4, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20, 8, Oak_Unevenaged, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
20, 8, Hardwoods_Unevenaged, 3, 0, 21, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 
20, 8, Thinning_RedPine, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20, 8, Thinning_PineHard, 10, 0, 34, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 22, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
20, 8, Thinning_Aspen, 5, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, JPine_Clearcut, 48, 241, 0, 4, 0, 1, 0, 0, 0, 35, 0, 0, 1, 0, 0, 0, 5, 3, 79, 24, 8, 4, 0, 15, 38, 0, 7, 0, 0, 0, 5, 9, 0, 1, 2, 0, 0, 
25, 1, CNF_RPine_Clearcut, 54, 868, 0, 62, 0, 22, 0, 0, 0, 167, 0, 0, 5, 2, 5, 3, 38, 7, 33, 284, 111, 7, 0, 37, 60, 0, 12, 0, 0, 0, 8, 2, 0, 1, 1, 1, 0, 
25, 1, CNF_SpruceFir, 281, 2927, 0, 489, 6, 76, 13, 0, 0, 320, 0, 0, 45, 12, 17, 32, 297, 77, 28, 82, 36, 122, 0, 39, 1004, 0, 27, 1, 0, 3, 48, 21, 0, 17, 18, 97, 0, 
25, 1, Aspen_Clearcut, 574, 5764, 0, 136, 1, 80, 48, 0, 8, 886, 0, 1, 106, 40, 21, 160, 167, 84, 31, 164, 124, 542, 0, 269, 2321, 0, 41, 7, 3, 4, 124, 55, 4, 36, 58, 243, 0, 
25, 1, Oak_Clearcut, 55, 318, 0, 0, 0, 7, 0, 0, 0, 16, 0, 0, 1, 4, 0, 2, 13, 0, 0, 0, 8, 1, 0, 3, 35, 0, 3, 0, 0, 5, 185, 19, 0, 0, 11, 5, 0, 
25, 1, LowlandConifer_Clearcut, 58, 751, 0, 22, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 36, 0, 11, 498, 0, 22, 38, 3, 0, 0, 49, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
25, 1, Oak_Shelter, 414, 1624, 664, 73, 1, 143, 3, 0, 0, 276, 0, 0, 61, 45, 5, 23, 0, 31, 28, 67, 0, 34, 0, 100, 468, 0, 20, 1, 1, 27, 636, 178, 2, 0, 0, 65, 0, 
25, 1, Pine_Unevenaged, 43, 108, 547, 4, 0, 0, 5, 0, 0, 43, 0, 0, 0, 0, 0, 1, 18, 0, 0, 185, 338, 2, 0, 25, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 
25, 1, Oak_Unevenaged, 54, 99, 73, 8, 0, 5, 0, 0, 0, 18, 0, 0, 5, 1, 6, 0, 0, 14, 2, 5, 0, 1, 0, 7, 21, 0, 0, 0, 55, 1, 17, 2, 0, 0, 0, 4, 0, 
25, 1, Hardwoods_Unevenaged, 191, 0, 535, 0, 0, 32, 223, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 237, 4, 0, 
25, 1, Thinning_RedPine, 41, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 1, Thinning_PineHard, 433, 50, 1435, 0, 0, 42, 55, 0, 0, 0, 0, 0, 125, 0, 0, 0, 448, 0, 0, 425, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 87, 32, 0, 
25, 1, Thinning_Aspen, 147, 27, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 394, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 
25, 4, Oak_Clearcut, 4, 21, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 5, 0, 0, 0, 0, 0, 
25, 4, LowlandConifer_Clearcut, 2, 15, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 
25, 4, Oak_Shelter, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 
25, 4, Pine_Unevenaged, 71990, 78255, 118237, 0, 101, 3505, 9, 50, 0, 23071, 0, 0, 0, 0, 0, 380, 10029, 0, 0, 4, 9377, 1935, 101, 9391, 39325, 0, 0, 0, 265, 2066, 44032, 7279, 381, 18604, 26585, 0, 2, 
25, 4, Hardwoods_Unevenaged, 1, 0, 8, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 
25, 4, Thinning_PineHard, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
25, 4, Thinning_Aspen, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 5, Pine_Unevenaged, 8, 9, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
25, 5, Oak_Unevenaged, 709, 1623, 246, 0, 2, 45, 169, 0, 21, 233, 0, 3, 0, 91, 0, 5, 0, 0, 0, 372, 0, 30, 0, 57, 375, 1, 14, 0, 5, 8, 233, 75, 4, 0, 0, 126, 0, 
25, 5, Thinning_PineHard, 4652, 0, 8810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3213, 0, 0, 0, 3421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2176, 0, 0, 
25, 5, Thinning_Aspen, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
25, 6, LowlandConifer_Clearcut, 4, 46, 0, 4, 0, 5, 0, 0, 0, 2, 0, 0, 2, 2, 5, 0, 2, 6, 0, 0, 0, 2, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 
25, 6, Pine_Unevenaged, 9, 44, 21, 9, 0, 7, 4, 0, 0, 10, 0, 0, 9, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 1, 8, 0, 0, 0, 0, 0, 3, 0, 0, 2, 3, 1, 0, 
25, 6, Oak_Unevenaged, 1023, 1151, 617, 0, 2, 22, 0, 1, 0, 298, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 98, 541, 0, 0, 0, 10, 18, 589, 83, 4, 0, 0, 87, 0, 
25, 6, Thinning_RedPine, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 6, Thinning_PineHard, 5, 0, 12, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
25, 6, Thinning_Aspen, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 8, JPine_Clearcut, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 8, CNF_SpruceFir, 16, 105, 0, 22, 0, 2, 1, 0, 0, 14, 0, 0, 1, 1, 11, 0, 1, 12, 2, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 3, 0, 4, 0, 0, 0, 
25, 8, Aspen_Clearcut, 10, 47, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 2, 0, 1, 19, 0, 1, 1, 0, 0, 5, 3, 0, 0, 0, 2, 0, 
25, 8, Oak_Clearcut, 5, 23, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 1, 0, 
25, 8, LowlandConifer_Clearcut, 2, 26, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 14, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 8, Oak_Shelter, 15, 73, 31, 0, 0, 15, 0, 0, 0, 23, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 0, 5, 26, 8, 0, 0, 0, 8, 0, 
25, 8, Pine_Unevenaged, 3, 4, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 8, Oak_Unevenaged, 2, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 
25, 8, Hardwoods_Unevenaged, 6, 0, 30, 0, 0, 3, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 
25, 8, Thinning_RedPine, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
25, 8, Thinning_PineHard, 13, 0, 45, 0, 0, 1, 8, 0, 0, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 
25, 8, Thinning_Aspen, 75, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 
30, 1, JPine_Clearcut, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 1, CNF_RPine_Clearcut, 55, 728, 0, 39, 0, 1, 0, 0, 0, 133, 0, 0, 0, 2, 1, 11, 22, 8, 29, 258, 96, 14, 0, 20, 72, 0, 9, 0, 0, 0, 4, 2, 1, 0, 1, 5, 0, 
30, 1, CNF_SpruceFir, 281, 2856, 0, 271, 2, 89, 57, 0, 0, 341, 0, 0, 60, 23, 23, 82, 226, 28, 11, 63, 32, 141, 0, 37, 1022, 0, 13, 1, 0, 4, 69, 25, 1, 22, 31, 182, 0, 
30, 1, Aspen_Clearcut, 574, 4756, 0, 89, 1, 111, 56, 1, 7, 786, 0, 0, 70, 29, 23, 171, 134, 107, 29, 112, 100, 388, 0, 204, 1853, 4, 41, 7, 1, 6, 77, 58, 1, 34, 45, 211, 0, 
30, 1, Oak_Clearcut, 54, 263, 0, 0, 1, 2, 0, 0, 0, 14, 0, 0, 1, 5, 0, 2, 9, 0, 0, 0, 6, 2, 0, 1, 26, 0, 1, 0, 0, 7, 165, 11, 1, 0, 2, 7, 0, 
30, 1, LowlandConifer_Clearcut, 54, 700, 0, 6, 0, 7, 16, 0, 0, 61, 0, 0, 0, 0, 48, 3, 6, 431, 14, 33, 9, 4, 0, 1, 59, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
30, 1, Oak_Shelter, 414, 1275, 659, 58, 0, 104, 2, 0, 0, 229, 0, 0, 79, 52, 20, 17, 0, 34, 10, 45, 0, 51, 0, 58, 365, 0, 21, 3, 1, 30, 628, 61, 3, 0, 0, 63, 0, 
30, 1, Pine_Unevenaged, 41, 58, 543, 0, 0, 0, 5, 0, 0, 19, 0, 0, 0, 0, 0, 0, 18, 0, 0, 188, 331, 0, 0, 16, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
30, 1, Oak_Unevenaged, 55, 46, 75, 0, 0, 2, 0, 0, 0, 12, 0, 0, 1, 0, 1, 0, 0, 0, 4, 8, 0, 0, 0, 3, 13, 0, 1, 0, 57, 1, 17, 0, 0, 0, 0, 1, 0, 
30, 1, Hardwoods_Unevenaged, 196, 0, 550, 0, 0, 29, 230, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 246, 4, 0, 
30, 1, Thinning_RedPine, 42, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 1, Thinning_PineHard, 3033, 482, 7952, 0, 0, 682, 518, 0, 20, 0, 0, 0, 1574, 0, 0, 0, 1299, 0, 0, 2016, 884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 482, 0, 0, 770, 189, 0, 
30, 1, Thinning_Aspen, 157, 33, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 396, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 
30, 4, Pine_Unevenaged, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 4, Oak_Unevenaged, 62551, 79203, 45616, 0, 53, 1757, 2, 38, 2, 18431, 0, 14, 0, 0, 0, 143, 0, 0, 0, 0, 0, 948, 0, 8367, 35175, 0, 0, 0, 251, 2026, 43339, 7122, 296, 0, 0, 6855, 0, 
30, 4, Hardwoods_Unevenaged, 1, 0, 8, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 
30, 4, Thinning_PineHard, 7, 0, 30, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 0, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
30, 4, Thinning_Aspen, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 5, Pine_Unevenaged, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 5, Oak_Unevenaged, 560, 729, 241, 0, 1, 28, 4, 0, 1, 186, 0, 0, 0, 39, 0, 1, 0, 0, 0, 0, 0, 14, 0, 51, 322, 0, 9, 0, 5, 8, 228, 0, 4, 0, 0, 69, 0, 
30, 5, Thinning_RedPine, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 5, Thinning_PineHard, 4572, 1, 8672, 0, 0, 2, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3158, 0, 0, 0, 3377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2133, 0, 0, 
30, 6, Pine_Unevenaged, 10, 15, 30, 0, 0, 3, 4, 0, 0, 6, 0, 0, 2, 0, 0, 0, 2, 0, 0, 4, 11, 0, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 2, 3, 1, 0, 
30, 6, Oak_Unevenaged, 899, 867, 602, 0, 2, 8, 0, 1, 0, 230, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 90, 465, 0, 0, 0, 10, 18, 574, 0, 2, 0, 0, 63, 0, 
30, 6, Thinning_PineHard, 4, 0, 11, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
30, 6, Thinning_Aspen, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 8, CNF_RPine_Clearcut, 4, 45, 0, 4, 0, 0, 0, 0, 0, 16, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 6, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
30, 8, CNF_SpruceFir, 7, 41, 0, 2, 0, 2, 0, 0, 0, 2, 0, 0, 0, 3, 3, 1, 1, 1, 0, 0, 0, 3, 0, 1, 12, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 5, 1, 
30, 8, Oak_Clearcut, 9, 60, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 12, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 5, 16, 8, 0, 0, 0, 3, 0, 
30, 8, LowlandConifer_Clearcut, 2, 21, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 
30, 8, Oak_Shelter, 15, 25, 24, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 0, 0, 0, 0, 0, 24, 4, 1, 0, 0, 2, 0, 
30, 8, Pine_Unevenaged, 3, 4, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 8, Oak_Unevenaged, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 
30, 8, Hardwoods_Unevenaged, 6, 0, 30, 0, 0, 3, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 
30, 8, Thinning_RedPine, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
30, 8, Thinning_PineHard, 34, 0, 65, 0, 0, 1, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 47, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 
30, 8, Thinning_Aspen, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, JPine_Clearcut, 57, 247, 0, 6, 0, 10, 0, 0, 0, 19, 0, 0, 2, 0, 4, 1, 7, 5, 89, 38, 5, 4, 0, 7, 39, 0, 2, 0, 0, 0, 0, 1, 0, 5, 1, 2, 0, 
35, 1, CNF_RPine_Clearcut, 55, 599, 0, 24, 0, 3, 6, 0, 0, 87, 0, 0, 0, 0, 0, 0, 50, 15, 21, 205, 51, 5, 0, 6, 104, 0, 2, 0, 0, 0, 18, 1, 0, 0, 1, 0, 0, 
35, 1, CNF_SpruceFir, 282, 2423, 0, 351, 0, 62, 28, 0, 1, 219, 0, 0, 53, 18, 27, 35, 299, 50, 8, 42, 49, 113, 0, 44, 763, 0, 15, 0, 0, 1, 74, 20, 11, 16, 20, 104, 0, 
35, 1, Aspen_Clearcut, 575, 4597, 0, 100, 1, 104, 28, 0, 0, 886, 0, 0, 86, 23, 26, 162, 136, 86, 38, 142, 112, 362, 0, 210, 1583, 1, 40, 5, 1, 2, 82, 64, 8, 68, 78, 163, 0, 
35, 1, Oak_Clearcut, 57, 254, 0, 2, 0, 12, 0, 0, 0, 9, 0, 0, 6, 5, 0, 4, 5, 0, 0, 0, 8, 0, 0, 4, 31, 0, 0, 0, 11, 15, 119, 19, 0, 1, 0, 3, 0, 
35, 1, LowlandConifer_Clearcut, 55, 570, 0, 10, 0, 7, 0, 0, 0, 39, 0, 0, 0, 0, 99, 0, 0, 354, 0, 9, 11, 0, 0, 1, 32, 0, 0, 0, 0, 0, 2, 2, 1, 0, 2, 1, 0, 
35, 1, Oak_Shelter, 414, 1535, 785, 56, 0, 121, 0, 0, 1, 203, 0, 0, 139, 59, 8, 27, 0, 11, 28, 75, 0, 37, 0, 83, 466, 0, 2, 1, 1, 41, 743, 149, 2, 0, 0, 67, 0, 
35, 1, Pine_Unevenaged, 41, 54, 551, 0, 0, 0, 6, 0, 0, 19, 0, 0, 0, 0, 0, 0, 18, 0, 0, 174, 353, 1, 0, 12, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 
35, 1, Oak_Unevenaged, 54, 43, 82, 1, 0, 1, 0, 0, 1, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 18, 0, 0, 0, 65, 1, 16, 2, 0, 0, 0, 1, 0, 
35, 1, Hardwoods_Unevenaged, 179, 0, 421, 0, 0, 42, 191, 0, 3, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 121, 3, 0, 
35, 1, Thinning_RedPine, 43, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 1, Thinning_PineHard, 431, 59, 1659, 0, 0, 102, 77, 0, 0, 0, 0, 0, 143, 0, 0, 0, 459, 0, 0, 442, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 95, 12, 0, 
35, 1, Thinning_Aspen, 147, 26, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 300, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 
35, 4, Aspen_Clearcut, 1, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
35, 4, Oak_Clearcut, 2, 20, 0, 0, 0, 5, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
35, 4, Oak_Shelter, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
35, 4, Pine_Unevenaged, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
